 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-181331.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-181331.slp                        
       CLIMATE: ../working/wepp-181331.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-181331.sol                        
      PLANE  1 HIGH                sandy loam          
      PLANE  2 HIGH                sandy loam          


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       209 rain storm runoff events produced        685.75 mm of runoff
        15 snow melts and/or
             events during winter produced          107.36 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               22.86    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               3.58    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    4.112 kg/m2 **
      ** Maximum Soil Loss  =    5.985 kg/m2 at  152.44 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    4.112     1.633      5.985  152.44     0.097     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.097  1      103.66     4.956  1      205.79     5.478  2
   3.05     0.097  1      105.18     4.995  1      207.32     5.480  2
   4.57     0.097  1      106.71     5.034  1      208.84     5.482  2
   6.10     0.108  1      108.23     5.073  1      210.37     5.484  2
   7.62     0.135  1      109.76     5.110  1      211.89     5.486  2
   9.15     0.179  1      111.28     5.148  1      213.42     5.488  2
  10.67     0.241  1      112.81     5.184  1      214.94     5.490  2
  12.20     0.313  1      114.33     5.221  1      216.46     5.492  2
  13.72     0.394  1      115.85     5.256  1      217.99     5.494  2
  15.24     0.483  1      117.38     5.291  1      219.51     5.496  2
  16.77     0.577  1      118.90     5.326  1      221.04     5.498  2
  18.29     0.672  1      120.43     5.360  1      222.56     5.500  2
  19.82     0.767  1      121.95     5.394  1      224.09     5.502  2
  21.34     0.862  1      123.48     5.428  1      225.61     5.504  2
  22.87     0.958  1      125.00     5.461  1      227.14     5.506  2
  24.39     1.058  1      126.53     5.493  1      228.66     5.508  2
  25.91     1.157  1      128.05     5.525  1      230.18     5.478  2
  27.44     1.256  1      129.57     5.557  1      231.71     5.418  2
  28.96     1.354  1      131.10     5.588  1      233.23     5.358  2
  30.49     1.451  1      132.62     5.619  1      234.76     5.298  2
  32.01     1.547  1      134.15     5.649  1      236.28     5.237  2
  33.54     1.644  1      135.67     5.679  1      237.81     5.177  2
  35.06     1.740  1      137.20     5.709  1      239.33     5.116  2
  36.59     1.835  1      138.72     5.738  1      240.86     5.055  2
  38.11     1.929  1      140.24     5.767  1      242.38     4.994  2
  39.63     2.024  1      141.77     5.795  1      243.90     4.933  2
  41.16     2.117  1      143.29     5.823  1      245.43     4.872  2
  42.68     2.209  1      144.82     5.851  1      246.95     4.810  2
  44.21     2.301  1      146.34     5.879  1      248.48     4.749  2
  45.73     2.392  1      147.87     5.906  1      250.00     4.687  2
  47.26     2.481  1      149.39     5.933  1      251.53     4.626  2
  48.78     2.571  1      150.92     5.959  1      253.05     4.564  2
  50.31     2.660  1      152.44     5.985  1      254.57     4.502  2
  51.83     2.749  1      153.96     5.375  2      256.10     4.440  2
  53.35     2.839  1      155.49     5.379  2      257.62     4.372  2
  54.88     2.927  1      157.01     5.383  2      259.15     4.293  2
  56.40     3.015  1      158.54     5.387  2      260.67     4.223  2
