 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-160130.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-160130.slp                        
       CLIMATE: ../working/wepp-160130.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-160130.sol                        
      PLANE  1 HIGH                sandy loam          
      PLANE  2 HIGH                sandy loam          


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       207 rain storm runoff events produced        654.23 mm of runoff
        15 snow melts and/or
             events during winter produced          103.75 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               21.81    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               3.46    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    3.476 kg/m2 **
      ** Maximum Soil Loss  =    5.010 kg/m2 at  152.44 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    3.476     1.319      5.010  152.44     0.087     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.087  1      103.66     4.135  1      205.79     4.509  2
   3.05     0.087  1      105.18     4.169  1      207.32     4.510  2
   4.57     0.087  1      106.71     4.202  1      208.84     4.511  2
   6.10     0.092  1      108.23     4.235  1      210.37     4.512  2
   7.62     0.111  1      109.76     4.267  1      211.89     4.513  2
   9.15     0.145  1      111.28     4.299  1      213.42     4.514  2
  10.67     0.192  1      112.81     4.330  1      214.94     4.515  2
  12.20     0.251  1      114.33     4.361  1      216.46     4.516  2
  13.72     0.317  1      115.85     4.392  1      217.99     4.517  2
  15.24     0.390  1      117.38     4.422  1      219.51     4.518  2
  16.77     0.469  1      118.90     4.452  1      221.04     4.519  2
  18.29     0.551  1      120.43     4.481  1      222.56     4.520  2
  19.82     0.633  1      121.95     4.509  1      224.09     4.521  2
  21.34     0.715  1      123.48     4.538  1      225.61     4.522  2
  22.87     0.796  1      125.00     4.566  1      227.14     4.523  2
  24.39     0.877  1      126.53     4.593  1      228.66     4.523  2
  25.91     0.960  1      128.05     4.621  1      230.18     4.504  2
  27.44     1.045  1      129.57     4.647  1      231.71     4.463  2
  28.96     1.128  1      131.10     4.674  1      233.23     4.422  2
  30.49     1.212  1      132.62     4.700  1      234.76     4.382  2
  32.01     1.294  1      134.15     4.726  1      236.28     4.341  2
  33.54     1.375  1      135.67     4.751  1      237.81     4.300  2
  35.06     1.455  1      137.20     4.776  1      239.33     4.259  2
  36.59     1.534  1      138.72     4.801  1      240.86     4.218  2
  38.11     1.614  1      140.24     4.826  1      242.38     4.178  2
  39.63     1.693  1      141.77     4.850  1      243.90     4.137  2
  41.16     1.771  1      143.29     4.874  1      245.43     4.096  2
  42.68     1.849  1      144.82     4.897  1      246.95     4.055  2
  44.21     1.926  1      146.34     4.920  1      248.48     4.014  2
  45.73     2.003  1      147.87     4.943  1      250.00     3.973  2
  47.26     2.079  1      149.39     4.966  1      251.53     3.932  2
  48.78     2.154  1      150.92     4.988  1      253.05     3.891  2
  50.31     2.229  1      152.44     5.010  1      254.57     3.849  2
  51.83     2.302  1      153.96     4.453  2      256.10     3.803  2
  53.35     2.375  1      155.49     4.455  2      257.62     3.750  2
  54.88     2.447  1      157.01     4.457  2      259.15     3.703  2
  56.40     2.518  1      158.54     4.460  2      260.67     3.660  2
