 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-160272.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-160272.slp                        
       CLIMATE: ../working/wepp-160272.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-160272.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       212 rain storm runoff events produced        764.00 mm of runoff
        72 snow melts and/or
             events during winter produced          472.65 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               25.47    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter              15.75    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    6.373 kg/m2 **
      ** Maximum Soil Loss  =    9.785 kg/m2 at  228.66 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    6.373     2.837      9.785  228.66     0.123     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.123  1      103.66     6.599  1      205.79     9.303  2
   3.05     0.123  1      105.18     6.673  1      207.32     9.337  2
   4.57     0.124  1      106.71     6.745  1      208.84     9.371  2
   6.10     0.131  1      108.23     6.817  1      210.37     9.404  2
   7.62     0.153  1      109.76     6.889  1      211.89     9.437  2
   9.15     0.189  1      111.28     6.959  1      213.42     9.470  2
  10.67     0.235  1      112.81     7.030  1      214.94     9.502  2
  12.20     0.291  1      114.33     7.099  1      216.46     9.535  2
  13.72     0.355  1      115.85     7.168  1      217.99     9.567  2
  15.24     0.430  1      117.38     7.236  1      219.51     9.599  2
  16.77     0.512  1      118.90     7.304  1      221.04     9.630  2
  18.29     0.598  1      120.43     7.371  1      222.56     9.662  2
  19.82     0.685  1      121.95     7.437  1      224.09     9.693  2
  21.34     0.777  1      123.48     7.503  1      225.61     9.724  2
  22.87     0.871  1      125.00     7.568  1      227.14     9.755  2
  24.39     0.966  1      126.53     7.633  1      228.66     9.785  2
  25.91     1.064  1      128.05     7.697  1      230.18     9.761  2
  27.44     1.164  1      129.57     7.761  1      231.71     9.680  2
  28.96     1.265  1      131.10     7.825  1      233.23     9.598  2
  30.49     1.369  1      132.62     7.888  1      234.76     9.515  2
  32.01     1.474  1      134.15     7.950  1      236.28     9.431  2
  33.54     1.582  1      135.67     8.012  1      237.81     9.346  2
  35.06     1.691  1      137.20     8.073  1      239.33     9.260  2
  36.59     1.803  1      138.72     8.134  1      240.86     9.173  2
  38.11     1.916  1      140.24     8.194  1      242.38     9.085  2
  39.63     2.030  1      141.77     8.254  1      243.90     8.995  2
  41.16     2.146  1      143.29     8.314  1      245.43     8.905  2
  42.68     2.264  1      144.82     8.373  1      246.95     8.813  2
  44.21     2.383  1      146.34     8.432  1      248.48     8.720  2
  45.73     2.504  1      147.87     8.490  1      250.00     8.626  2
  47.26     2.626  1      149.39     8.548  1      251.53     8.531  2
  48.78     2.750  1      150.92     8.605  1      253.05     8.435  2
  50.31     2.875  1      152.44     8.662  1      254.57     8.338  2
  51.83     3.001  1      153.96     7.995  2      256.10     8.239  2
  53.35     3.127  1      155.49     8.038  2      257.62     8.140  2
  54.88     3.254  1      157.01     8.082  2      259.15     8.039  2
  56.40     3.381  1      158.54     8.125  2      260.67     7.937  2
