 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-154001.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-154001.slp                        
       CLIMATE: ../working/wepp-154001.cli                        
       Station:  GASCON NM Modified +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-154001.sol                        
      PLANE  1 HIGH                sandy loam          
      PLANE  2 HIGH                sandy loam          


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       192 rain storm runoff events produced        675.57 mm of runoff
        14 snow melts and/or
             events during winter produced           88.99 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               22.52    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               2.97    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    4.899 kg/m2 **
      ** Maximum Soil Loss  =    6.673 kg/m2 at  152.44 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    4.899     1.730      6.673  152.44     0.097     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.097  1      103.66     5.512  1      205.79     6.298  2
   3.05     0.098  1      105.18     5.556  1      207.32     6.302  2
   4.57     0.112  1      106.71     5.599  1      208.84     6.307  2
   6.10     0.165  1      108.23     5.642  1      210.37     6.312  2
   7.62     0.243  1      109.76     5.684  1      211.89     6.316  2
   9.15     0.339  1      111.28     5.725  1      213.42     6.321  2
  10.67     0.445  1      112.81     5.766  1      214.94     6.325  2
  12.20     0.556  1      114.33     5.807  1      216.46     6.330  2
  13.72     0.673  1      115.85     5.847  1      217.99     6.334  2
  15.24     0.788  1      117.38     5.886  1      219.51     6.338  2
  16.77     0.901  1      118.90     5.925  1      221.04     6.343  2
  18.29     1.014  1      120.43     5.963  1      222.56     6.347  2
  19.82     1.125  1      121.95     6.001  1      224.09     6.351  2
  21.34     1.239  1      123.48     6.039  1      225.61     6.356  2
  22.87     1.353  1      125.00     6.076  1      227.14     6.360  2
  24.39     1.465  1      126.53     6.112  1      228.66     6.364  2
  25.91     1.576  1      128.05     6.148  1      230.18     6.345  2
  27.44     1.685  1      129.57     6.184  1      231.71     6.302  2
  28.96     1.792  1      131.10     6.219  1      233.23     6.260  2
  30.49     1.898  1      132.62     6.254  1      234.76     6.218  2
  32.01     2.002  1      134.15     6.289  1      236.28     6.175  2
  33.54     2.106  1      135.67     6.323  1      237.81     6.132  2
  35.06     2.208  1      137.20     6.357  1      239.33     6.089  2
  36.59     2.309  1      138.72     6.390  1      240.86     6.046  2
  38.11     2.409  1      140.24     6.423  1      242.38     6.003  2
  39.63     2.508  1      141.77     6.455  1      243.90     5.960  2
  41.16     2.605  1      143.29     6.488  1      245.43     5.916  2
  42.68     2.701  1      144.82     6.519  1      246.95     5.873  2
  44.21     2.796  1      146.34     6.551  1      248.48     5.829  2
  45.73     2.890  1      147.87     6.582  1      250.00     5.786  2
  47.26     2.982  1      149.39     6.613  1      251.53     5.742  2
  48.78     3.074  1      150.92     6.643  1      253.05     5.698  2
  50.31     3.165  1      152.44     6.673  1      254.57     5.654  2
  51.83     3.254  1      153.96     6.097  2      256.10     5.610  2
  53.35     3.343  1      155.49     6.105  2      257.62     5.565  2
  54.88     3.431  1      157.01     6.112  2      259.15     5.521  2
  56.40     3.518  1      158.54     6.119  2      260.67     5.476  2
