 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-160346.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-160346.slp                        
       CLIMATE: ../working/wepp-160346.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-160346.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       216 rain storm runoff events produced        830.11 mm of runoff
        79 snow melts and/or
             events during winter produced          513.72 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               27.67    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter              17.12    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    8.627 kg/m2 **
      ** Maximum Soil Loss  =   13.137 kg/m2 at  228.66 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    8.627     3.767     13.137  228.66     0.144     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.144  1      103.66     8.873  1      205.79    12.502  2
   3.05     0.144  1      105.18     8.967  1      207.32    12.547  2
   4.57     0.148  1      106.71     9.061  1      208.84    12.591  2
   6.10     0.172  1      108.23     9.153  1      210.37    12.634  2
   7.62     0.221  1      109.76     9.244  1      211.89    12.678  2
   9.15     0.285  1      111.28     9.335  1      213.42    12.721  2
  10.67     0.360  1      112.81     9.425  1      214.94    12.764  2
  12.20     0.453  1      114.33     9.514  1      216.46    12.806  2
  13.72     0.558  1      115.85     9.603  1      217.99    12.849  2
  15.24     0.670  1      117.38     9.690  1      219.51    12.891  2
  16.77     0.786  1      118.90     9.777  1      221.04    12.932  2
  18.29     0.906  1      120.43     9.864  1      222.56    12.974  2
  19.82     1.029  1      121.95     9.949  1      224.09    13.015  2
  21.34     1.156  1      123.48    10.034  1      225.61    13.056  2
  22.87     1.286  1      125.00    10.118  1      227.14    13.097  2
  24.39     1.419  1      126.53    10.201  1      228.66    13.137  2
  25.91     1.553  1      128.05    10.284  1      230.18    13.106  2
  27.44     1.689  1      129.57    10.366  1      231.71    13.004  2
  28.96     1.830  1      131.10    10.448  1      233.23    12.899  2
  30.49     1.973  1      132.62    10.528  1      234.76    12.794  2
  32.01     2.120  1      134.15    10.609  1      236.28    12.686  2
  33.54     2.269  1      135.67    10.688  1      237.81    12.578  2
  35.06     2.420  1      137.20    10.767  1      239.33    12.468  2
  36.59     2.572  1      138.72    10.846  1      240.86    12.356  2
  38.11     2.727  1      140.24    10.923  1      242.38    12.243  2
  39.63     2.883  1      141.77    11.001  1      243.90    12.128  2
  41.16     3.040  1      143.29    11.077  1      245.43    12.012  2
  42.68     3.199  1      144.82    11.153  1      246.95    11.895  2
  44.21     3.359  1      146.34    11.229  1      248.48    11.776  2
  45.73     3.520  1      147.87    11.304  1      250.00    11.655  2
  47.26     3.682  1      149.39    11.378  1      251.53    11.533  2
  48.78     3.845  1      150.92    11.452  1      253.05    11.409  2
  50.31     4.009  1      152.44    11.526  1      254.57    11.284  2
  51.83     4.175  1      153.96    10.784  2      256.10    11.158  2
  53.35     4.344  1      155.49    10.841  2      257.62    11.030  2
  54.88     4.514  1      157.01    10.898  2      259.15    10.900  2
  56.40     4.687  1      158.54    10.954  2      260.67    10.769  2
