 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-156494.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-156494.slp                        
       CLIMATE: ../working/wepp-156494.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-156494.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       214 rain storm runoff events produced        799.98 mm of runoff
        75 snow melts and/or
             events during winter produced          488.43 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               26.67    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter              16.28    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    7.329 kg/m2 **
      ** Maximum Soil Loss  =   11.261 kg/m2 at  228.66 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    7.329     3.255     11.261  228.66     0.133     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.133  1      103.66     7.607  1      205.79    10.715  2
   3.05     0.133  1      105.18     7.690  1      207.32    10.753  2
   4.57     0.134  1      106.71     7.771  1      208.84    10.791  2
   6.10     0.146  1      108.23     7.852  1      210.37    10.829  2
   7.62     0.177  1      109.76     7.932  1      211.89    10.866  2
   9.15     0.223  1      111.28     8.011  1      213.42    10.904  2
  10.67     0.280  1      112.81     8.089  1      214.94    10.940  2
  12.20     0.348  1      114.33     8.167  1      216.46    10.977  2
  13.72     0.431  1      115.85     8.245  1      217.99    11.013  2
  15.24     0.522  1      117.38     8.321  1      219.51    11.050  2
  16.77     0.619  1      118.90     8.397  1      221.04    11.085  2
  18.29     0.719  1      120.43     8.472  1      222.56    11.121  2
  19.82     0.824  1      121.95     8.547  1      224.09    11.157  2
  21.34     0.929  1      123.48     8.621  1      225.61    11.192  2
  22.87     1.039  1      125.00     8.694  1      227.14    11.227  2
  24.39     1.151  1      126.53     8.767  1      228.66    11.261  2
  25.91     1.266  1      128.05     8.839  1      230.18    11.232  2
  27.44     1.382  1      129.57     8.911  1      231.71    11.137  2
  28.96     1.499  1      131.10     8.982  1      233.23    11.041  2
  30.49     1.618  1      132.62     9.053  1      234.76    10.944  2
  32.01     1.739  1      134.15     9.123  1      236.28    10.845  2
  33.54     1.863  1      135.67     9.193  1      237.81    10.745  2
  35.06     1.989  1      137.20     9.262  1      239.33    10.644  2
  36.59     2.117  1      138.72     9.330  1      240.86    10.541  2
  38.11     2.249  1      140.24     9.398  1      242.38    10.437  2
  39.63     2.383  1      141.77     9.466  1      243.90    10.332  2
  41.16     2.519  1      143.29     9.533  1      245.43    10.226  2
  42.68     2.656  1      144.82     9.599  1      246.95    10.118  2
  44.21     2.794  1      146.34     9.665  1      248.48    10.008  2
  45.73     2.934  1      147.87     9.731  1      250.00     9.898  2
  47.26     3.075  1      149.39     9.796  1      251.53     9.786  2
  48.78     3.217  1      150.92     9.860  1      253.05     9.673  2
  50.31     3.360  1      152.44     9.924  1      254.57     9.558  2
  51.83     3.503  1      153.96     9.233  2      256.10     9.442  2
  53.35     3.647  1      155.49     9.282  2      257.62     9.324  2
  54.88     3.793  1      157.01     9.331  2      259.15     9.206  2
  56.40     3.939  1      158.54     9.380  2      260.67     9.085  2
