 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-160024.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-160024.slp                        
       CLIMATE: ../working/wepp-160024.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-160024.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       208 rain storm runoff events produced        678.76 mm of runoff
        71 snow melts and/or
             events during winter produced          452.48 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               22.63    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter              15.08    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    4.069 kg/m2 **
      ** Maximum Soil Loss  =    5.859 kg/m2 at  230.18 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    4.069     1.773      5.859  230.18     0.094     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.094  1      103.66     3.891  1      205.79     5.553  2
   3.05     0.094  1      105.18     3.941  1      207.32     5.574  2
   4.57     0.094  1      106.71     3.990  1      208.84     5.596  2
   6.10     0.096  1      108.23     4.039  1      210.37     5.617  2
   7.62     0.106  1      109.76     4.087  1      211.89     5.637  2
   9.15     0.126  1      111.28     4.135  1      213.42     5.658  2
  10.67     0.154  1      112.81     4.183  1      214.94     5.678  2
  12.20     0.191  1      114.33     4.230  1      216.46     5.699  2
  13.72     0.234  1      115.85     4.277  1      217.99     5.719  2
  15.24     0.282  1      117.38     4.323  1      219.51     5.739  2
  16.77     0.336  1      118.90     4.370  1      221.04     5.759  2
  18.29     0.394  1      120.43     4.416  1      222.56     5.778  2
  19.82     0.454  1      121.95     4.462  1      224.09     5.798  2
  21.34     0.515  1      123.48     4.507  1      225.61     5.817  2
  22.87     0.577  1      125.00     4.552  1      227.14     5.837  2
  24.39     0.641  1      126.53     4.597  1      228.66     5.856  2
  25.91     0.705  1      128.05     4.642  1      230.18     5.859  2
  27.44     0.769  1      129.57     4.686  1      231.71     5.846  2
  28.96     0.834  1      131.10     4.730  1      233.23     5.832  2
  30.49     0.899  1      132.62     4.773  1      234.76     5.819  2
  32.01     0.963  1      134.15     4.816  1      236.28     5.805  2
  33.54     1.028  1      135.67     4.859  1      237.81     5.791  2
  35.06     1.092  1      137.20     4.901  1      239.33     5.776  2
  36.59     1.157  1      138.72     4.943  1      240.86     5.761  2
  38.11     1.221  1      140.24     4.985  1      242.38     5.746  2
  39.63     1.286  1      141.77     5.026  1      243.90     5.730  2
  41.16     1.352  1      143.29     5.067  1      245.43     5.715  2
  42.68     1.417  1      144.82     5.108  1      246.95     5.699  2
  44.21     1.484  1      146.34     5.148  1      248.48     5.682  2
  45.73     1.551  1      147.87     5.188  1      250.00     5.666  2
  47.26     1.618  1      149.39     5.227  1      251.53     5.649  2
  48.78     1.685  1      150.92     5.266  1      253.05     5.631  2
  50.31     1.752  1      152.44     5.305  1      254.57     5.614  2
  51.83     1.820  1      153.96     4.720  2      256.10     5.596  2
  53.35     1.888  1      155.49     4.747  2      257.62     5.578  2
  54.88     1.956  1      157.01     4.774  2      259.15     5.560  2
  56.40     2.023  1      158.54     4.801  2      260.67     5.541  2
