 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-157142.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-157142.slp                        
       CLIMATE: ../working/wepp-157142.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-157142.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       216 rain storm runoff events produced        789.35 mm of runoff
        78 snow melts and/or
             events during winter produced          498.72 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               26.31    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter              16.62    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    6.795 kg/m2 **
      ** Maximum Soil Loss  =   10.108 kg/m2 at  228.66 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    6.795     2.919     10.108  228.66     0.127     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.127  1      103.66     6.795  1      205.79     9.606  2
   3.05     0.127  1      105.18     6.871  1      207.32     9.641  2
   4.57     0.128  1      106.71     6.947  1      208.84     9.676  2
   6.10     0.143  1      108.23     7.021  1      210.37     9.710  2
   7.62     0.177  1      109.76     7.095  1      211.89     9.745  2
   9.15     0.227  1      111.28     7.168  1      213.42     9.779  2
  10.67     0.287  1      112.81     7.241  1      214.94     9.813  2
  12.20     0.357  1      114.33     7.313  1      216.46     9.847  2
  13.72     0.439  1      115.85     7.384  1      217.99     9.880  2
  15.24     0.528  1      117.38     7.455  1      219.51     9.914  2
  16.77     0.622  1      118.90     7.525  1      221.04     9.947  2
  18.29     0.719  1      120.43     7.595  1      222.56     9.979  2
  19.82     0.818  1      121.95     7.664  1      224.09    10.012  2
  21.34     0.918  1      123.48     7.732  1      225.61    10.044  2
  22.87     1.021  1      125.00     7.800  1      227.14    10.076  2
  24.39     1.125  1      126.53     7.867  1      228.66    10.108  2
  25.91     1.230  1      128.05     7.934  1      230.18    10.096  2
  27.44     1.336  1      129.57     8.000  1      231.71    10.038  2
  28.96     1.443  1      131.10     8.066  1      233.23     9.980  2
  30.49     1.550  1      132.62     8.131  1      234.76     9.921  2
  32.01     1.660  1      134.15     8.196  1      236.28     9.861  2
  33.54     1.770  1      135.67     8.260  1      237.81     9.800  2
  35.06     1.884  1      137.20     8.324  1      239.33     9.738  2
  36.59     1.999  1      138.72     8.387  1      240.86     9.675  2
  38.11     2.116  1      140.24     8.450  1      242.38     9.612  2
  39.63     2.234  1      141.77     8.512  1      243.90     9.547  2
  41.16     2.352  1      143.29     8.574  1      245.43     9.482  2
  42.68     2.473  1      144.82     8.635  1      246.95     9.416  2
  44.21     2.594  1      146.34     8.696  1      248.48     9.349  2
  45.73     2.715  1      147.87     8.756  1      250.00     9.281  2
  47.26     2.837  1      149.39     8.816  1      251.53     9.213  2
  48.78     2.961  1      150.92     8.875  1      253.05     9.143  2
  50.31     3.084  1      152.44     8.934  1      254.57     9.073  2
  51.83     3.208  1      153.96     8.240  2      256.10     9.002  2
  53.35     3.332  1      155.49     8.285  2      257.62     8.930  2
  54.88     3.457  1      157.01     8.330  2      259.15     8.857  2
  56.40     3.582  1      158.54     8.375  2      260.67     8.783  2
