 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-156971.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-156971.slp                        
       CLIMATE: ../working/wepp-156971.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-156971.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       254 rain storm runoff events produced        971.01 mm of runoff
        23 snow melts and/or
             events during winter produced          182.67 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               32.37    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               6.09    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    5.863 kg/m2 **
      ** Maximum Soil Loss  =    8.416 kg/m2 at  228.66 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    5.863     2.393      8.416  228.66     0.197     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.52     0.197  1      103.66     5.983  1      205.79     8.081  2
   3.05     0.197  1      105.18     6.045  1      207.32     8.104  2
   4.57     0.198  1      106.71     6.107  1      208.84     8.127  2
   6.10     0.206  1      108.23     6.168  1      210.37     8.150  2
   7.62     0.228  1      109.76     6.228  1      211.89     8.173  2
   9.15     0.265  1      111.28     6.288  1      213.42     8.196  2
  10.67     0.316  1      112.81     6.347  1      214.94     8.218  2
  12.20     0.380  1      114.33     6.406  1      216.46     8.241  2
  13.72     0.452  1      115.85     6.464  1      217.99     8.263  2
  15.24     0.533  1      117.38     6.522  1      219.51     8.285  2
  16.77     0.617  1      118.90     6.579  1      221.04     8.307  2
  18.29     0.704  1      120.43     6.636  1      222.56     8.329  2
  19.82     0.796  1      121.95     6.692  1      224.09     8.351  2
  21.34     0.895  1      123.48     6.748  1      225.61     8.372  2
  22.87     0.997  1      125.00     6.803  1      227.14     8.394  2
  24.39     1.101  1      126.53     6.858  1      228.66     8.416  2
  25.91     1.205  1      128.05     6.913  1      230.18     8.404  2
  27.44     1.310  1      129.57     6.967  1      231.71     8.358  2
  28.96     1.416  1      131.10     7.021  1      233.23     8.312  2
  30.49     1.523  1      132.62     7.074  1      234.76     8.265  2
  32.01     1.630  1      134.15     7.127  1      236.28     8.217  2
  33.54     1.737  1      135.67     7.179  1      237.81     8.169  2
  35.06     1.844  1      137.20     7.231  1      239.33     8.120  2
  36.59     1.952  1      138.72     7.283  1      240.86     8.070  2
  38.11     2.060  1      140.24     7.334  1      242.38     8.020  2
  39.63     2.169  1      141.77     7.385  1      243.90     7.970  2
  41.16     2.277  1      143.29     7.435  1      245.43     7.919  2
  42.68     2.385  1      144.82     7.485  1      246.95     7.867  2
  44.21     2.493  1      146.34     7.535  1      248.48     7.814  2
  45.73     2.602  1      147.87     7.584  1      250.00     7.761  2
  47.26     2.711  1      149.39     7.633  1      251.53     7.708  2
  48.78     2.820  1      150.92     7.682  1      253.05     7.654  2
  50.31     2.928  1      152.44     7.731  1      254.57     7.599  2
  51.83     3.037  1      153.96     7.183  2      256.10     7.544  2
  53.35     3.145  1      155.49     7.212  2      257.62     7.488  2
  54.88     3.253  1      157.01     7.242  2      259.15     7.431  2
  56.40     3.361  1      158.54     7.271  2      260.67     7.374  2
